t,target_x,target_y,target_theta,pos_x,pos_y,pos_theta,pos_w0,pos_w1,pos_w2,target_vx,target_vy,target_vtheta
0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.020000,-0.000204,0.000000,0.000000,0.000000,-0.000002,-0.000016,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
0.030000,-0.000613,0.000000,0.000000,-0.000009,-0.000004,-0.000090,1.088280,-1.088280,-0.000000,-0.040841,0.000000,0.000000
0.040000,-0.001225,0.000000,0.000000,-0.000040,-0.000010,-0.000157,1.632419,-1.632419,-0.000000,-0.061261,0.000000,0.000000
0.050000,-0.002042,0.000000,0.000000,-0.000104,-0.000020,-0.000274,2.176559,-2.176559,-0.000000,-0.081681,0.000000,0.000000
0.060000,-0.003063,0.000000,0.000000,-0.000217,-0.000033,-0.000453,2.720699,-2.720699,-0.000000,-0.102102,0.000000,0.000000
0.070000,-0.004288,0.000000,0.000000,-0.000390,-0.000053,-0.000707,3.264839,-3.264839,-0.000000,-0.122522,0.000000,0.000000
0.080000,-0.005718,0.000000,0.000000,-0.000650,-0.000050,-0.000758,3.808979,-3.808979,-0.000000,-0.142942,0.000000,0.000000
0.090000,-0.007351,0.000000,0.000000,-0.000986,-0.000059,-0.000897,4.353118,-4.353118,-0.000000,-0.163363,0.000000,0.000000
0.100000,-0.009189,0.000000,0.000000,-0.001368,-0.000085,-0.001570,4.897258,-4.897258,-0.000000,-0.183783,0.000000,0.000000
0.110000,-0.011231,0.000000,0.000000,-0.001800,-0.000099,-0.001725,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.120000,-0.013273,0.000000,0.000000,-0.002322,-0.000106,-0.001888,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.130000,-0.015315,0.000000,0.000000,-0.002950,-0.000112,-0.002028,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.140000,-0.017357,0.000000,0.000000,-0.003714,-0.000157,-0.002988,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.150000,-0.019399,0.000000,0.000000,-0.004567,-0.000146,-0.002511,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.160000,-0.021441,0.000000,0.000000,-0.005415,-0.000140,-0.002594,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.170000,-0.023483,0.000000,0.000000,-0.006328,-0.000137,-0.002692,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.180000,-0.025525,0.000000,0.000000,-0.007306,-0.000137,-0.002812,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.190000,-0.027567,0.000000,0.000000,-0.008360,-0.000277,-0.004329,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.200000,-0.029610,0.000000,0.000000,-0.009440,-0.000333,-0.004903,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.210000,-0.031652,0.000000,0.000000,-0.010581,-0.000404,-0.004971,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.220000,-0.033694,0.000000,0.000000,-0.011731,-0.000408,-0.004999,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.230000,-0.035736,0.000000,0.000000,-0.012959,-0.000429,-0.005934,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.240000,-0.037778,0.000000,0.000000,-0.014147,-0.000426,-0.005867,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.250000,-0.039820,0.000000,0.000000,-0.015348,-0.000409,-0.005737,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.260000,-0.041862,0.000000,0.000000,-0.016538,-0.000401,-0.005535,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.270000,-0.043904,0.000000,0.000000,-0.017760,-0.000365,-0.005452,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.280000,-0.045946,0.000000,0.000000,-0.018990,-0.000346,-0.005180,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.290000,-0.047988,0.000000,0.000000,-0.020232,-0.000333,-0.005045,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.300000,-0.050030,0.000000,0.000000,-0.021525,-0.000311,-0.004976,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.310000,-0.052072,0.000000,0.000000,-0.022871,-0.000297,-0.004885,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.320000,-0.054114,0.000000,0.000000,-0.024221,-0.000283,-0.004747,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.330000,-0.056156,0.000000,0.000000,-0.025586,-0.000272,-0.004574,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.340000,-0.058198,0.000000,0.000000,-0.026950,-0.000262,-0.004404,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.350000,-0.060240,0.000000,0.000000,-0.028331,-0.000250,-0.004258,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.360000,-0.062282,0.000000,0.000000,-0.029708,-0.000233,-0.004246,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.370000,-0.064324,0.000000,0.000000,-0.031146,-0.000224,-0.004214,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.380000,-0.066366,0.000000,0.000000,-0.032591,-0.000216,-0.004195,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.390000,-0.068408,0.000000,0.000000,-0.034035,-0.000208,-0.004182,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.400000,-0.070450,0.000000,0.000000,-0.035486,-0.000197,-0.004096,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.410000,-0.072492,0.000000,0.000000,-0.036928,-0.000183,-0.004007,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.420000,-0.074534,0.000000,0.000000,-0.038348,-0.000165,-0.003966,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.430000,-0.076576,0.000000,0.000000,-0.039804,-0.000149,-0.003914,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.440000,-0.078618,0.000000,0.000000,-0.041290,-0.000146,-0.003913,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.450000,-0.080660,0.000000,0.000000,-0.042777,-0.000143,-0.003960,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.460000,-0.082702,0.000000,0.000000,-0.044273,-0.000137,-0.004061,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.470000,-0.084744,0.000000,0.000000,-0.045738,-0.000122,-0.004110,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.480000,-0.086786,0.000000,0.000000,-0.047187,-0.000128,-0.004251,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.490000,-0.088829,0.000000,0.000000,-0.048673,-0.000121,-0.004291,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.500000,-0.090871,0.000000,0.000000,-0.050179,-0.000119,-0.004346,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.510000,-0.092913,0.000000,0.000000,-0.051665,-0.000105,-0.004289,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.520000,-0.094955,0.000000,0.000000,-0.053169,-0.000101,-0.004332,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.530000,-0.096997,0.000000,0.000000,-0.054627,-0.000101,-0.004393,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.540000,-0.099039,0.000000,0.000000,-0.056086,-0.000105,-0.004521,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.550000,-0.101081,0.000000,0.000000,-0.057610,-0.000107,-0.004571,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.560000,-0.103123,0.000000,0.000000,-0.059130,-0.000107,-0.004645,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.570000,-0.105165,0.000000,0.000000,-0.060623,-0.000096,-0.004602,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.580000,-0.107207,0.000000,0.000000,-0.062132,-0.000093,-0.004538,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.590000,-0.109249,0.000000,0.000000,-0.063592,-0.000094,-0.004483,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.600000,-0.111291,0.000000,0.000000,-0.065059,-0.000089,-0.004551,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.610000,-0.113333,0.000000,0.000000,-0.066567,-0.000086,-0.004606,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.620000,-0.115375,0.000000,0.000000,-0.068064,-0.000084,-0.004671,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.630000,-0.117417,0.000000,0.000000,-0.069554,-0.000079,-0.004681,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.640000,-0.119459,0.000000,0.000000,-0.071038,-0.000074,-0.004688,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.650000,-0.121501,0.000000,0.000000,-0.072492,-0.000058,-0.004629,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.660000,-0.123543,0.000000,0.000000,-0.073960,-0.000048,-0.004588,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.670000,-0.125585,0.000000,0.000000,-0.075462,-0.000044,-0.004540,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.680000,-0.127627,0.000000,0.000000,-0.076941,-0.000044,-0.004413,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.690000,-0.129669,0.000000,0.000000,-0.078416,-0.000043,-0.004397,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.700000,-0.131711,0.000000,0.000000,-0.079881,-0.000043,-0.004385,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.710000,-0.133753,0.000000,0.000000,-0.081348,-0.000043,-0.004382,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.720000,-0.135795,0.000000,0.000000,-0.082821,-0.000040,-0.004439,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.730000,-0.137837,0.000000,0.000000,-0.084265,-0.000046,-0.004561,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.740000,-0.139879,0.000000,0.000000,-0.085692,-0.000045,-0.004637,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.750000,-0.141921,0.000000,0.000000,-0.087141,-0.000044,-0.004707,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.760000,-0.143963,0.000000,0.000000,-0.088556,-0.000044,-0.004741,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.770000,-0.146006,0.000000,0.000000,-0.089969,-0.000048,-0.004816,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.780000,-0.148048,0.000000,0.000000,-0.091448,-0.000051,-0.004850,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.790000,-0.150090,0.000000,0.000000,-0.092915,-0.000050,-0.004943,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.800000,-0.152132,0.000000,0.000000,-0.094385,-0.000046,-0.004975,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.810000,-0.154174,0.000000,0.000000,-0.095844,-0.000046,-0.004960,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.820000,-0.156216,0.000000,0.000000,-0.097301,-0.000044,-0.004953,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.830000,-0.158258,0.000000,0.000000,-0.098755,-0.000041,-0.005022,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.840000,-0.160300,0.000000,0.000000,-0.100252,-0.000037,-0.005091,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.850000,-0.162342,0.000000,0.000000,-0.101737,-0.000032,-0.005107,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.860000,-0.164384,0.000000,0.000000,-0.103226,-0.000030,-0.005130,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.870000,-0.166426,0.000000,0.000000,-0.104708,-0.000031,-0.005166,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.880000,-0.168468,0.000000,0.000000,-0.106159,-0.000022,-0.005135,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.890000,-0.170510,0.000000,0.000000,-0.107643,-0.000024,-0.005107,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.900000,-0.172552,0.000000,0.000000,-0.109156,-0.000022,-0.005194,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.910000,-0.174594,0.000000,0.000000,-0.110661,-0.000020,-0.005275,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.920000,-0.176636,0.000000,0.000000,-0.112141,-0.000007,-0.005360,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.930000,-0.178678,0.000000,0.000000,-0.113634,0.000002,-0.005469,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.940000,-0.180720,0.000000,0.000000,-0.115106,0.000019,-0.005527,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.950000,-0.182762,0.000000,0.000000,-0.116627,0.000025,-0.005599,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.960000,-0.184804,0.000000,0.000000,-0.118141,0.000033,-0.005649,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.970000,-0.186846,0.000000,0.000000,-0.119659,0.000036,-0.005720,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.980000,-0.188888,0.000000,0.000000,-0.121153,0.000038,-0.005674,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
0.990000,-0.190930,0.000000,0.000000,-0.122657,0.000042,-0.005630,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.000000,-0.192972,0.000000,0.000000,-0.124111,0.000042,-0.005569,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.010000,-0.195014,0.000000,0.000000,-0.125641,0.000042,-0.005417,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.020000,-0.197056,0.000000,0.000000,-0.127181,0.000052,-0.005422,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.030000,-0.199098,0.000000,0.000000,-0.128709,0.000060,-0.005412,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.040000,-0.201140,0.000000,0.000000,-0.130208,0.000062,-0.005356,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.050000,-0.203183,0.000000,0.000000,-0.131713,0.000066,-0.005316,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.060000,-0.205225,0.000000,0.000000,-0.133197,0.000070,-0.005387,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.070000,-0.207267,0.000000,0.000000,-0.134694,0.000073,-0.005479,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.080000,-0.209309,0.000000,0.000000,-0.136222,0.000076,-0.005566,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.090000,-0.211351,0.000000,0.000000,-0.137731,0.000090,-0.005529,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.100000,-0.213393,0.000000,0.000000,-0.139258,0.000096,-0.005590,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.110000,-0.215435,0.000000,0.000000,-0.140737,0.000097,-0.005667,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.120000,-0.217477,0.000000,0.000000,-0.142233,0.000095,-0.005740,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.130000,-0.219519,0.000000,0.000000,-0.143748,0.000100,-0.005736,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.140000,-0.221561,0.000000,0.000000,-0.145271,0.000098,-0.005703,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.150000,-0.223603,0.000000,0.000000,-0.146766,0.000107,-0.005748,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.160000,-0.225645,0.000000,0.000000,-0.148276,0.000111,-0.005819,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.170000,-0.227687,0.000000,0.000000,-0.149763,0.000122,-0.005842,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.180000,-0.229729,0.000000,0.000000,-0.151263,0.000125,-0.005812,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.190000,-0.231771,0.000000,0.000000,-0.152788,0.000128,-0.005789,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.200000,-0.233813,0.000000,0.000000,-0.154297,0.000129,-0.005764,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.210000,-0.235855,0.000000,0.000000,-0.155773,0.000139,-0.005691,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.220000,-0.237897,0.000000,0.000000,-0.157257,0.000141,-0.005650,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.230000,-0.239939,0.000000,0.000000,-0.158720,0.000154,-0.005562,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.240000,-0.241981,0.000000,0.000000,-0.160212,0.000156,-0.005514,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.250000,-0.244023,0.000000,0.000000,-0.161722,0.000156,-0.005453,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.260000,-0.246065,0.000000,0.000000,-0.163204,0.000153,-0.005474,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.270000,-0.248107,0.000000,0.000000,-0.164696,0.000150,-0.005319,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.280000,-0.250149,0.000000,0.000000,-0.166151,0.000151,-0.005362,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.290000,-0.252191,0.000000,0.000000,-0.167600,0.000154,-0.005382,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.300000,-0.254233,0.000000,0.000000,-0.169085,0.000156,-0.005480,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.310000,-0.256275,0.000000,0.000000,-0.170563,0.000159,-0.005535,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.320000,-0.258317,0.000000,0.000000,-0.172015,0.000162,-0.005607,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.330000,-0.260359,0.000000,0.000000,-0.173460,0.000166,-0.005603,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.340000,-0.262402,0.000000,0.000000,-0.174876,0.000168,-0.005715,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.350000,-0.264444,0.000000,0.000000,-0.176290,0.000176,-0.005791,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.360000,-0.266486,0.000000,0.000000,-0.177754,0.000179,-0.005841,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.370000,-0.268528,0.000000,0.000000,-0.179210,0.000175,-0.005825,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.380000,-0.270570,0.000000,0.000000,-0.180663,0.000181,-0.005962,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.390000,-0.272612,0.000000,0.000000,-0.182112,0.000179,-0.006114,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.400000,-0.274654,0.000000,0.000000,-0.183544,0.000187,-0.006261,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.410000,-0.276696,0.000000,0.000000,-0.185022,0.000194,-0.006232,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.420000,-0.278738,0.000000,0.000000,-0.186493,0.000190,-0.006174,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.430000,-0.280780,0.000000,0.000000,-0.187973,0.000201,-0.006247,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.440000,-0.282822,0.000000,0.000000,-0.189420,0.000197,-0.006174,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.450000,-0.284864,0.000000,0.000000,-0.190899,0.000195,-0.006106,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.460000,-0.286906,0.000000,0.000000,-0.192362,0.000202,-0.005974,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.470000,-0.288948,0.000000,0.000000,-0.193842,0.000208,-0.005770,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.480000,-0.290990,0.000000,0.000000,-0.195346,0.000219,-0.005736,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.490000,-0.293032,0.000000,0.000000,-0.196819,0.000220,-0.005726,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.500000,-0.295074,0.000000,0.000000,-0.198317,0.000226,-0.005832,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.510000,-0.297116,0.000000,0.000000,-0.199797,0.000233,-0.005786,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.520000,-0.299158,0.000000,0.000000,-0.201255,0.000236,-0.005990,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.530000,-0.301200,0.000000,0.000000,-0.202785,0.000247,-0.006127,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.540000,-0.303242,0.000000,0.000000,-0.204315,0.000252,-0.006248,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.550000,-0.305284,0.000000,0.000000,-0.205830,0.000265,-0.006300,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.560000,-0.307326,0.000000,0.000000,-0.207358,0.000268,-0.006371,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.570000,-0.309368,0.000000,0.000000,-0.208855,0.000279,-0.006409,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.580000,-0.311410,0.000000,0.000000,-0.210347,0.000278,-0.006299,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.590000,-0.313452,0.000000,0.000000,-0.211846,0.000274,-0.006144,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.600000,-0.315494,0.000000,0.000000,-0.213374,0.000275,-0.006089,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.610000,-0.317536,0.000000,0.000000,-0.214882,0.000285,-0.006037,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.620000,-0.319579,0.000000,0.000000,-0.216406,0.000292,-0.006012,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.630000,-0.321621,0.000000,0.000000,-0.217886,0.000290,-0.005944,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.640000,-0.323663,0.000000,0.000000,-0.219390,0.000298,-0.005950,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.650000,-0.325705,0.000000,0.000000,-0.220915,0.000310,-0.005894,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.660000,-0.327747,0.000000,0.000000,-0.222448,0.000316,-0.005953,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
1.670000,-0.329789,0.000000,0.000000,-0.223940,0.000315,-0.006025,5.441398,-5.441398,-0.000000,-0.204204,0.000000,0.000000
